amenity,name,lon,lat
pharmacy,Universo Droguería,-75.5775952,6.2957442
pharmacy,Droguería La 76,-75.5790824,6.2976184
pharmacy,Tienda Maria Hoyos,-75.5423417,6.264158
bank,BBVA,-75.564284,6.2492459
school,I.E Enrique Olaya Herrera,-75.5448641,6.2663727
hospital,centro de salud raizal,-75.5447521,6.2666715
bank,BBVA,-75.5689967,6.2501071
bank,Banco de Bogota,-75.5724514,6.2516295
bank,Bancolombia,-75.5723655,6.2515922
pharmacy,Farma Vida,-75.5610363,6.2634752
pharmacy,Droguería Fharmaya,-75.5684026,6.2987255
pharmacy,Droguería Max Discuentas 2,-75.5693514,6.2929815
pharmacy,Droguería Lider Medellín,-75.5679721,6.3054798
clinic,Consultorio Medico,-75.5676609,6.3087776
bank,Bancolombia,-75.5689658,6.3065156
pharmacy,Farmacenter,-75.5683824,6.3073453
pharmacy,Droguería Boyacá,-75.567732,6.308747
pharmacy,Farmafacil,-75.5689486,6.2642538
bank,Banco de Bogota,-75.5682725,6.2544984
bank,Banco de Bogota,-75.5754192,6.2493752
pharmacy,Cruz Roja,-75.5772281,6.228108
place_of_worship,Iglesia Cristiana,-75.5927321,6.2305024
place_of_worship,Parroquia Maria Madre Admirable,-75.6044044,6.2257106
community_centre,Sede Social Villa de Aburra,-75.6060398,6.2367168
place_of_worship,Parroquia Santo Cura de Ars,-75.6075832,6.2312436
community_centre,Cancha de futbol Los Alpes,-75.6070672,6.2305512
school,Escuela Republica de Venezuela,-75.6145271,6.2346629
police,Inspeccion de Policia 16a,-75.5959597,6.232855
bank,Bancolombia,-75.5965299,6.2328892
bank,Banco de Bogota,-75.5958243,6.2321763
school,IE Rosalia Suarez,-75.597086,6.2326536
school,IE Yermo y Parres,-75.5974456,6.2291526
school,Escuela San Pablo,-75.6213594,6.2361174
police,Cai La Castellana,-75.6083895,6.238198
pharmacy,Drogas la Rebaja,-75.6002378,6.2426896
bus_station,Santra Belen,-75.6076647,6.2339528
place_of_worship,Iglesia Cristiana,-75.6057779,6.2318546
bus_station,Parqueadero Circular Coonatra,-75.6192484,6.2359444
community_centre,Accion Comunal Las Violetas,-75.6147973,6.2346039
police,CAI,-75.5451596,6.1771129
pharmacy,Drogueria,-75.5527576,6.3004554
pharmacy,Drogueria Los Socios,-75.5512324,6.2999195
pharmacy,Drogueria,-75.5496335,6.2996782
pharmacy,Drogueria,-75.5487932,6.3002936
pharmacy,Versalles Droguería,-75.5714274,6.2938533
pharmacy,Farma Paisa,-75.5707549,6.2934888
pharmacy,Droguería el Descanso,-75.5728222,6.2941773
pharmacy,Droguería Maracana,-75.5766108,6.2913399
bank,PAC Bancolombia,-75.6069669,6.2385852
bank,PAC Bancolombia,-75.6095534,6.2345813
school,Escuela primaria Beato Salomón,-75.5495872,6.2438408
school,Rodrigo Lara Bonilla,-75.5406161,6.2639097
pharmacy,Droguería San Jose,-75.5858671,6.2465029
school,Centro infantil sol solecito,-75.5418387,6.2651344
cinema,,-75.6233366,6.2536678
nightclub,,-75.5688658,6.2096282
nightclub,,-75.5896101,6.249491
nightclub,,-75.5607207,6.2528837
nightclub,,-75.590646,6.2597388
school,Institucion Educativa Presbitero Antonio Jose Bernal,-75.5594198,6.3016381
nightclub,Taberna Bongo,-75.5879255,6.2524343
university,Escuela Superior de Criminología -ESUC,-75.5653166,6.2461615
university,,-75.5653166,6.2461615
university,Facultad Nacional de Salud Pública,-75.5672451,6.2608192
bank,Bancamia,-75.5917128,6.2497375
pharmacy,Drogas Estación Prado,-75.5665371,6.2571533
hospital,Hospital Pablo Tobón Uribe,-75.5797294,6.2775693
school,Institución Educativa La Candelaria,-75.5422824,6.2935413
community_centre,JAC Santo Domingo Savio No 1,-75.5435821,6.2949973
place_of_worship,Parroquia Santo Domingo Savio,-75.5437233,6.2951957
community_centre,"UVA ""Nuevo amanecer""",-75.5382703,6.2950475
school,Institución Educativa Sagrada Familia Aldea Pablo VI,-75.5419261,6.2881704
school,Institución Educativa Antonio Derka,-75.5389662,6.2970964
school,Institución Educativa Antonio Derka-Santo Domingo,-75.5384034,6.2977015
marketplace,China Town,-75.5881887,6.2493711
clinic,Sura Aguacatala ARL,-75.5785398,6.1960044
bank,Banco Pichincha,-75.5668171,6.249256
pharmacy,Droguería La Rebaja,-75.6007758,6.245198
bank,Cajero Automatico de Criptomonedas,-75.5700881,6.2291305
bank,Cajero Automatico de Criptomonedas,-75.5584147,6.1970555
bank,Cajero Automatico de Criptomonedas,-75.5765465,6.2144445
cinema,"Cinemas Procinal, C.C. Florida",-75.576459,6.2710082
pharmacy,Droguería Almería,-75.6129704,6.2442334
bank,Davivienda,-75.5976456,6.2153887
bank,Colpatria,-75.5986239,6.2172883
bank,Banco GNB Sudameris,-75.5643218,6.2494986
bank,BBVA,-75.5632546,6.2488126
bank,Itaú,-75.5643699,6.2494047
bank,Itaú,-75.5633985,6.2510822
bank,Davivienda,-75.5630004,6.2510684
nightclub,,-75.5659827,6.2097126
bank,Banco de Bogotá,-75.5644243,6.2468707
bank,Bancolombia,-75.5664425,6.2463813
bank,Bancolombia,-75.5633138,6.248516
school,SENA,-75.5645879,6.2446724
school,Bellas Artes,-75.5627975,6.2459322
bank,Bancolombia,-75.5495295,6.3036407
place_of_worship,Centro de fe y esperanza cede cebtral,-75.5663066,6.2657034
community_centre,Acción comunal sede picacho,-75.582576,6.3035239
nightclub,,-75.5823033,6.3037628
nightclub,,-75.5819952,6.3039358
bank,Athena Bitcoin ATM,-75.5764194,6.2143223
bank,Athena Bitcoin ATM,-75.5655895,6.1984296
place_of_worship,Iglesia del Pilar,-75.5644986,6.2396805
nightclub,Dulce Jesús Mío,-75.5653181,6.2230519
bank,Athena Bitcoin ATM,-75.567942,6.2093133
cinema,Cinemarket,-75.5780141,6.1868123
bank,Citibank,-75.5719858,6.2070826
bank,Popular,-75.571792,6.2070576
bank,,-75.5701965,6.2127512
pharmacy,,-75.601714,6.2268192
pharmacy,Drogeria Espicifica,-75.5717493,6.2120866
pharmacy,Drogueria La Cordobesa,-75.5828347,6.2914699
pharmacy,,-75.570751,6.2131658
community_centre,,-75.570406,6.2132519
community_centre,Casa de la cultura El Poblado,-75.570586,6.213153
school,Centro Educativo Permanente Mazo,-75.50028,6.2516394
bank,Bbva,-75.5969177,6.262763
bank,Bbva,-75.5967404,6.2626339
bank,Bbva,-75.5702071,6.2296749
community_centre,Casa Kolacho,-75.6158644,6.2577121
police,Estación de Policia Candelaria,-75.5733727,6.2500138
nightclub,Salon Amador,-75.5657882,6.2092671
bank,Banco Caja Social,-75.6039037,6.2505559
bank,Banco BBVA,-75.5729634,6.247537
bank,Banco BBVA Guayaquil,-75.572986,6.2475431
school,Centro Catalina,-75.5721351,6.208789
community_centre,Bodega comfama,-75.5720658,6.2348987
bank,,-75.5687716,6.2488156
clinic,Salud en casa EPS Sura,-75.5982253,6.2521768
bank,BBVA,-75.5882883,6.215652
bank,Banco Colpatria,-75.6020109,6.2467233
bank,Bancolombia,-75.6018545,6.2466503
bank,Banco,-75.602108,6.2467115
bank,Davienda,-75.6017527,6.2466126
pharmacy,,-75.5444098,6.2678716
place_of_worship,Las Victorias,-75.5534636,6.2978992
pharmacy,,-75.5541853,6.2977507
pharmacy,,-75.55461,6.2975903
pharmacy,CAFAM,-75.5744912,6.2222699
pharmacy,,-75.5615071,6.2725766
pharmacy,,-75.5444525,6.2665136
pharmacy,Farmacia Sol y Vida,-75.5412716,6.2947617
pharmacy,,-75.584128,6.2037716
pharmacy,Farmacenter la 67,-75.5655125,6.3072283
clinic,Centro medico a 67,-75.5654367,6.3073649
pharmacy,Droguería Grecia,-75.5900925,6.282049
pharmacy,,-75.5665821,6.2969386
bank,Bancamia,-75.5957128,6.2322566
bank,Bancolombia,-75.5960951,6.2320255
marketplace,Mercados Pachacho.,-75.5812726,6.2867419
pharmacy,droguería La Rebaja,-75.5961526,6.2323655
bank,Davivienda,-75.5961576,6.2324701
hospital,POLICLINICA,-75.5656482,6.2639684
hospital,Hospital San Vicente Fundacion,-75.5643834,6.263803
pharmacy,Drogueria Amiga,-75.5647289,6.2607331
university,Facultad de Odotologia,-75.5674925,6.261729
university,Facultad de Enfermeria,-75.5680779,6.2619061
pharmacy,,-75.5446337,6.265182
pharmacy,Farmacia Pastur,-75.6037834,6.2193535
school,Paleta de colores,-75.6017626,6.2234501
nightclub,Discoteca,-75.5432196,6.2652221
place_of_worship,,-75.5439366,6.2669906
school,Colegio Santa Maria Fe y Alegria,-75.540973,6.2980232
pharmacy,,-75.6060247,6.2315817
clinic,Dinámica IPS,-75.6050767,6.23375
pharmacy,La botica Junin,-75.5961072,6.2316557
bank,Banco w,-75.5964849,6.2320862
pharmacy,La Rebaja,-75.5965819,6.2320917
bank,Banco Popular,-75.595743,6.2332237
bank,BBVA,-75.5959329,6.233035
pharmacy,MediPlux,-75.5948317,6.2320755
bank,JFK,-75.5957583,6.2315889
bank,Cofinep,-75.5958291,6.2316088
pharmacy,,-75.5934118,6.2658497
pharmacy,,-75.5932904,6.2660306
pharmacy,,-75.593253,6.2657594
pharmacy,Farmacenter,-75.6092893,6.2223971
pharmacy,,-75.5964375,6.2344637
school,Escolarte,-75.5980998,6.2615231
clinic,SURA Comfama,-75.5971144,6.2641273
police,CAI,-75.5916271,6.2678833
marketplace,,-75.5445636,6.26944
bus_station,punto parade de buses,-75.5447836,6.268892
pharmacy,,-75.5824562,6.2739137
university,Universidad Nacional Sede del Río,-75.5739818,6.2638085
police,,-75.5741115,6.2648642
place_of_worship,Iglesia Comunidad Apostolica Misionera,-75.5725756,6.2954737
pharmacy,Drogueria Eufarma,-75.5708953,6.2948676
pharmacy,Drogueria Federal,-75.5743574,6.2947995
pharmacy,Drogueria San Judas,-75.5712605,6.2933447
place_of_worship,Ministerio Verdad y Vida,-75.5729551,6.2888501
place_of_worship,iglesia pentecostal unida de colombia,-75.6070238,6.2279645
pharmacy,Farmacia Pasteur,-75.5985852,6.2172606
pharmacy,SantaFarm,-75.5986396,6.2194149
pharmacy,Droguería Alemana,-75.597544,6.2152115
pharmacy,Droguería La Rebaja Plus,-75.5971354,6.2144214
pharmacy,Droguería y Variedades El Imperio,-75.6017507,6.2146891
pharmacy,Drogas Pharmax,-75.6019166,6.2118829
pharmacy,,-75.5695047,6.3092628
marketplace,,-75.5672181,6.3087843
food_court,,-75.5684037,6.268608
food_court,,-75.5684391,6.268119
clinic,IPS Universitaria,-75.5685643,6.2682175
pharmacy,,-75.6009114,6.2076589
clinic,Salud Visual San Diego,-75.5684574,6.2300922
place_of_worship,Parroquia San Anselmo,-75.5677122,6.2310226
pharmacy,Farmacia Pasteur,-75.6013918,6.2026756
pharmacy,,-75.6045547,6.2035255
pharmacy,Droguería River,-75.5490909,6.2870435
bank,Bancolombia,-75.5437363,6.2644814
bank,Banco de Bogotá,-75.5872783,6.2029277
bank,Banco Popular,-75.5881977,6.2053566
place_of_worship,Iglesia cristiana Wesleyana,-75.6100191,6.234675
place_of_worship,IPUC las violetas,-75.6116381,6.2338797
place_of_worship,Iglesia pentecostal unidad de colombia,-75.6117783,6.2340926
place_of_worship,Iglesia adventista del séptimo día EL EDEN,-75.608273,6.2357048
pharmacy,Drogueria Paseo de Sevilla,-75.5705318,6.2637893
place_of_worship,Iglesia movimineto misionero mundial,-75.5512876,6.3054539
pharmacy,Droguería Juanjo,-75.5617699,6.2713141
college,Institución Educativa Francisco Miranda Sección Julio Arboleda,-75.5626009,6.2727325
community_centre,Sede social Miranda,-75.5625691,6.27522
place_of_worship,Iglesia Cristo Sacerdote,-75.5636106,6.2747861
pharmacy,,-75.6009826,6.265215
pharmacy,,-75.6044273,6.2687247
school,,-75.6033296,6.2587302
pharmacy,,-75.6040183,6.2586672
pharmacy,,-75.603859,6.2585792
pharmacy,,-75.584092,6.2364588
pharmacy,,-75.5838573,6.2334289
police,policia metropolitana - laureles,-75.5893606,6.2562117
hospital,centro de ortopedia y traumatologia,-75.5912301,6.2587317
hospital,grupo de apoyo socorristas voluntarios de medellin,-75.590005,6.2576855
bus_station,,-75.5869691,6.2605058
bank,Cooperativa Confiar,-75.5978077,6.2593037
bank,Davivienda,-75.5976927,6.2599042
place_of_worship,Intima devoción,-75.5981946,6.2576341
pharmacy,Droguerua Cafarma,-75.5454084,6.2926529
clinic,Centro de salud Enciso,-75.550144,6.2507081
place_of_worship,"Parroquia, Nuestra Señora de Guadalupe",-75.5478282,6.2514596
school,I.E Camilo C. Restrepo,-75.5851642,6.2258732
place_of_worship,Iglesia Pentecostes Unida Internacional,-75.5845491,6.2258433
place_of_worship,,-75.5845671,6.2261191
pharmacy,Droguería Juan Pablo II,-75.5926084,6.2206148
pharmacy,Droguería Las Playas,-75.5945558,6.220468
place_of_worship,Iglesia Pentecostal Unida de Colombia,-75.5496101,6.2904173
college,Escuela Santa Cecilia 1,-75.5502037,6.2909699
school,Bienestar Familiar Pan Miraflores,-75.5440135,6.2351855
school,Colegio El Divino Salvador,-75.5481944,6.2371824
pharmacy,Droguería Cafam Exito Belén,-75.5965634,6.230379
place_of_worship,ASOCIACION DE ESTUDIOS KARDECIANOS - ASDEK,-75.5910133,6.2524453
police,,-75.5709737,6.2102053
university,Autonoma de las Americas. Sede B,-75.5963947,6.2408615
pharmacy,Droguería Master,-75.592762,6.2230153
place_of_worship,Capilla Nuestra Virgen del Rosario Virgen de La Piedra,-75.603302,6.2063014
place_of_worship,Parroquia San Bartolomé,-75.6029523,6.2127315
pharmacy,Mas Farma,-75.6100551,6.2237808
place_of_worship,Parroquia El Inmaculado Corazón de María,-75.5831406,6.2926911
school,Hogar Infantil Brisas de Robledo,-75.5862714,6.2909259
school,Colegio Barrio Santa Cruz,-75.5503826,6.2922736
pharmacy,Droguería California,-75.5491567,6.2866613
community_centre,Corporación Convivamos,-75.5487275,6.2864693
pharmacy,Droguería La Santillana,-75.5499667,6.2867493
community_centre,Centro Comunitario Mario Montoya,-75.5500509,6.2858478
school,I. E. Maria De los Angeles Cano Marques,-75.5467694,6.2941621
school,Colegio benedictinos,-75.5746353,6.1792542
place_of_worship,San Marcos,-75.5858987,6.175762
pharmacy,La Rebaja,-75.587976,6.1716836
pharmacy,Droguería Envigado la 43,-75.5886076,6.170216
school,Institución Educativa La Paz (Secundaria),-75.5938411,6.1621442
hospital,Clínica de la Policía,-75.5987776,6.1620713
school,Trianón Primaria (Institución Educativa La Paz),-75.5925175,6.1571192
school,Primaria La Paz (Institución Educativa La Paz),-75.5939766,6.1622927
school,Institución Educativa Manuel Uribe Angel,-75.5896314,6.1703461
school,Primaria Leticia Arango (Institución Educativa La Paz),-75.5942019,6.1632847
cinema,Teatro Envigado,-75.5887034,6.1699781
school,La Presentación,-75.5888912,6.1712634
school,Primaria John F. Kennedy (Institución Educativa La Paz),-75.5910369,6.1651407
place_of_worship,Iglesia de Alcalá,-75.5934724,6.1701434
place_of_worship,San José,-75.582486,6.1619301
hospital,Hospital Manuel Uribe Angel,-75.5801257,6.1666981
place_of_worship,María Reina de la Paz,-75.5939767,6.1646181
place_of_worship,Iglesia del Trianón,-75.5939553,6.159722
place_of_worship,Iglesia del Dorado,-75.5885696,6.1644983
hospital,Clínica Las Americas del Sur,-75.5835957,6.178764
place_of_worship,Primera Iglesia Bautista de Envigado,-75.5946682,6.1596027
police,Estación de Policia,-75.5874395,6.169708
place_of_worship,Santa Barbara,-75.5790379,6.1727007
place_of_worship,San Mateo,-75.5820957,6.171026
police,Las Cometas,-75.5771502,6.1695796
bank,Bancolombia,-75.5874092,6.1691947
pharmacy,,-75.5827644,6.1708415
pharmacy,Colsubsidio,-75.5846822,6.1699863
pharmacy,Akacias,-75.5823591,6.1733301
police,,-75.5374884,6.1549773
school,Colegio Pio V,-75.581369,6.1653964
bank,Bancolombia,-75.585188,6.1829873
place_of_worship,La Purísima Concepción,-75.5610433,6.1674033
university,Institución Universitaria de Envigado,-75.5806517,6.1589513
hospital,Clínica Santa Gertrudis,-75.5818312,6.1686318
place_of_worship,Parroquia Sagrado Corazón Jesús Señorial,-75.5979157,6.1598453
school,Colombia Immersion,-75.5886087,6.1649048
bank,Western Union Money Transfer,-75.5875555,6.1719043
bank,pagafacil efecty Western Union,-75.5880084,6.1689593
community_centre,Urbanización Mississippi de la Cuenca,-75.5974841,6.1539901
school,Colegio cumbres,-75.5728369,6.1678168
school,Colegio Avanzar,-75.5672689,6.1555436
school,Institución Educativa El Salado,-75.5774082,6.1521098
school,I.E Comercial de Envigado,-75.5848678,6.1535366
place_of_worship,Parroquia Santa Maria de Nazareth,-75.585381,6.153004
bus_station,Tax Individual,-75.5872678,6.1655713
school,Colegio Alcaravanes,-75.5366302,6.1509421
place_of_worship,Iglesia Convento Monjas Pasionistas,-75.5362106,6.1510792
cinema,Cinépolis,-75.5736606,6.1635581
bank,BBVA,-75.5900681,6.1765676
place_of_worship,La Niña María,-75.5802303,6.1842585
pharmacy,Dempos,-75.6001779,6.1627268
school,Cefit,-75.5835964,6.1651437
college,Cefit San mateo,-75.5807462,6.1706979
pharmacy,,-75.5808159,6.1659756
pharmacy,,-75.5816198,6.1660326
police,Estación de Policia Bello,-75.5503328,6.3355402
place_of_worship,Salón del Reino de los Testigos de Jehová,-75.5572624,6.3375457
place_of_worship,Gruta,-75.5726142,6.3133359
place_of_worship,Gruta,-75.570242,6.3137433
hospital,Clínica de Antioquia,-75.5562509,6.3335224
school,,-75.5534732,6.3316498
school,I.E Sagrado Corazón,-75.5566999,6.3332147
hospital,Bomberos Bello,-75.5531213,6.3318919
school,Institucion Educativa Liceo Antioqueño ''Sede Avenidas'',-75.5611386,6.3201476
school,Institución Educativa Marco Fidel Suárez,-75.5600668,6.3365446
clinic,Clínica emmsa,-75.542059,6.3389999
hospital,HOSPITAL,-75.56404,6.339078
school,Institucion educativa la union,-75.6214011,6.381294
bank,Banco de bello,-75.5612782,6.3390823
community_centre,IDMJI Bello,-75.5544323,6.3346038
school,Cluenza,-75.5494722,6.3366098
school,Institución Educativa Villa del Sol (secundaria),-75.5674057,6.3514459
place_of_worship,parroquia el divino niño,-75.5683219,6.3530932
school,Institución Educativa Villa del Sol (primaria),-75.5672957,6.3508774
hospital,Hospital Mental de Antioquia,-75.5649029,6.3245512
pharmacy,Droguería Multibello,-75.5647343,6.3412482
pharmacy,Droguería J.N.,-75.559218,6.3409742
pharmacy,Droguería La 50,-75.5589029,6.3384504
pharmacy,Drogas La Fortaleza,-75.5668779,6.3469267
pharmacy,Droguería Jaimar,-75.5476484,6.3460315
pharmacy,Drogueria Frontera 6B,-75.5538099,6.3491754
place_of_worship,Ministerio Verdad Y Vida,-75.5477428,6.3372987
hospital,Urgencias delNorte SAS,-75.556573,6.3330822
school,Institución Educativa Oreste Síndici,-75.5938852,6.184448
place_of_worship,Los Tres Dulces Nombres,-75.6190895,6.1775547
police,Cárcel de Máxima Seguridad de Itagüí,-75.6442146,6.1701087
pharmacy,Farmacenter,-75.6277185,6.1607507
school,,-75.6304221,6.1730703
clinic,Clínica Antioquia,-75.6126951,6.1695794
place_of_worship,Iglesia del Ajizal,-75.6051327,6.1934694
pharmacy,Droguería Uno A,-75.6096949,6.173735
police,C.A.I. San José,-75.6149586,6.167733
community_centre,Accion comunal yarumito,-75.6234819,6.1619478
bus_station,Taxiger itagui,-75.6075686,6.1691771
hospital,Hospital del sur,-75.6218374,6.1656657
police,C.A.I DEL SUR,-75.6215856,6.1653125
bank,AV Villas,-75.6087357,6.1721016
police,Estacion de policia itagui,-75.6079227,6.1689918
police,C.A.I DITAIRES,-75.6277386,6.170618
pharmacy,FARMACIA SURAMERICA,-75.6257795,6.1608491
bank,Bancolombia,-75.6084209,6.172254
bank,Bancolombia Parque Itagüí,-75.6089586,6.1724979
bank,BBVA,-75.609861,6.1723479
bank,Davivienda,-75.6100127,6.1726005
pharmacy,LA GARANTIA INDUAMERICA,-75.6203236,6.1671242
bus_station,TERMINAL YARUMITO,-75.6233438,6.1590533
police,Carcel de yarumito,-75.6231982,6.162052
pharmacy,PASTEUR DITAIRES,-75.628258,6.1703541
bank,Banco de Occidente,-75.609028,6.1726693
bank,Banco de Bogotá,-75.6096152,6.1728454
bank,Bancolombia,-75.6075354,6.1726937
pharmacy,Pasteur Parque Itagüí,-75.6091007,6.1728295
pharmacy,Pasteur Carrera 52,-75.6101913,6.1733821
school,COLEGIO FELIPE DE RESTREPO,-75.6211403,6.1629765
hospital,HOSPITAL,-75.621337,6.165313
hospital,HOSPITAL,-75.613242,6.171281
community_centre,Iebi,-75.6105241,6.1740532
clinic,Salud total,-75.6107984,6.1703527
place_of_worship,Iglesia de San Pio,-75.6197235,6.1648303
hospital,Hospital Del Sur,-75.6217813,6.1649544
place_of_worship,Parroquia san pio,-75.6196983,6.1647957
police,C.A.I. del sur,-75.621712,6.164917
bank,Bancolombia,-75.5973329,6.1878487
bank,Banco AV Villas,-75.5936931,6.1910673
pharmacy,Drogas Luben #1,-75.5968165,6.1879161
pharmacy,Pasteur Farmacia,-75.595924,6.1886094
pharmacy,Farma Ofertas,-75.6017612,6.1843255
pharmacy,Pharmavillas,-75.5990897,6.1943071
pharmacy,Farmacenter,-75.5991635,6.1911393
pharmacy,Droguería Pharma Full,-75.6007896,6.1835555
pharmacy,Droguería Villa Loma,-75.5995725,6.1836628
pharmacy,Droguería Oasisfarma,-75.599307,6.1842075
bank,Bancolombia,-75.5967012,6.1879954
bank,Corresponsal Bancarìo,-75.6020093,6.1828149
bank,Corresponsal Bancarìo,-75.6060742,6.1812102
pharmacy,Droguería Medi Full,-75.6034771,6.1814576
pharmacy,Farmasur,-75.6097676,6.1794129
place_of_worship,Iglesia Cristiana Cuadrangular,-75.6094632,6.1791456
pharmacy,Droguería La Fortaleza De Itagüí,-75.6090997,6.1788016
pharmacy,Droguería Sol Radiante,-75.6047867,6.1817322
pharmacy,Droguería El Rosario,-75.6125396,6.1792663
pharmacy,Droguería Mil Descuentos,-75.6071779,6.177049
pharmacy,Droguería,-75.6067568,6.1762096
pharmacy,Drogas La Economia,-75.612193,6.169783
pharmacy,Droguería La Gloria,-75.613296,6.1692637
pharmacy,Droguería Pharma Stock,-75.6111851,6.1701223
bank,Bancompartir,-75.6124183,6.1695157
pharmacy,Droguería Multidrogas,-75.6127663,6.1693617
pharmacy,Super Droguería la 77,-75.5945863,6.1851688
pharmacy,Demidrogas,-75.5953326,6.1840728
nightclub,Palmahia,-75.5834997,6.1911781
nightclub,MUTE Medellín,-75.6006739,6.1880731
bank,Banco BBVA Capricentro,-75.5927816,6.1789335
cinema,Procinal,-75.3781041,6.1471657
school,Institución Educativa Baltazar Salazar,-75.4235129,6.0784226
hospital,Hospital San Vicente de Paul - Río Negro,-75.4347573,6.1528652
school,Colegio Campestre Horizontes,-75.3985476,6.1321146
school,Colegio El Porvenir,-75.3874241,6.1500829
school,Colegio La Presentación,-75.3841532,6.1503116
pharmacy,Colsubsidio,-75.3740959,6.1520447
clinic,Oriente Salud,-75.3684894,6.1616943
place_of_worship,San Francisco de Asis,-75.3725741,6.1544444
community_centre,IDMJI Rionegro,-75.370856,6.149304
pharmacy,Bastilla Drogas,-75.3707466,6.1543397
marketplace,D1,-75.4429223,6.1793008
school,,-75.4486647,6.1433869
place_of_worship,,-75.4478668,6.1441743
bus_station,Sotrapeñol,-75.3704303,6.1561304
pharmacy,Farmacia Pasteur,-75.4358894,6.1543767
pharmacy,Drogueria Emmanuel,-75.371234,6.1576148
place_of_worship,Iglesia Pentecostes Unida Internacional,-75.3774192,6.1518446
pharmacy,La Rebaja,-75.3739277,6.1523793
pharmacy,Droguería Santa Farma,-75.3737667,6.1518413
school,Cedes Educación para el Trabajo y el Desarrollo Humano,-75.3744936,6.1517966
pharmacy,Drofarma Droguería,-75.3735508,6.1514593
pharmacy,Droguería Nueva,-75.3731763,6.1543637
bank,Banco Popular,-75.37365,6.1530794
pharmacy,Farmacia Popular,-75.3735676,6.153192
place_of_worship,,-75.370856,6.149304
bank,Bancolombia,-75.4212527,6.1257314
bus_station,Puente Belén,-75.3673735,6.1793848
bus_station,Buses al Santuario,-75.3707209,6.1554866
bus_station,Bus Carmen de Viboral,-75.3704265,6.1551264
bus_station,Micro Marinilla,-75.3703261,6.1551527
bus_station,Taxis y vans Carmen de viboral,-75.3720275,6.1528617
bus_station,Terminal TransUnidos,-75.3730187,6.1515125
